ID,stacktrace,original_label,label_generated,,,,
381,"[{'exception': 'java.io.IOException', 'message': 'Invalid lock for file Class.java in /home/pnejedly/NBDevelopment.', 'frames': [{'function': 'org.openide.filesystems.AbstractFileObject.testLock', 'file': 'AbstractFileObject.java', 'fileline': 307, 'depth': 0}, {'function': 'org.openide.filesystems.AbstractFileObject.getOutputStream', 'file': 'AbstractFileObject.java', 'fileline': 262, 'depth': 1}, {'function': 'org.openide.text.EditorSupport$4.run', 'file': 'EditorSupport.java', 'fileline': 421, 'depth': 2}, {'function': 'org.openide.filesystems.FileSystem.runAtomicAction', 'file': 'FileSystem.java', 'fileline': 414, 'depth': 3}, {'function': 'org.openide.text.EditorSupport.saveDocument', 'file': 'EditorSupport.java', 'fileline': 386, 'depth': 4}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaEditor.saveDocument', 'file': 'JavaEditor.java', 'fileline': 291, 'depth': 5}], 'nested': []}]", ioexception, ioexception,,,,
382,"[{'exception': 'java.lang.ClassCastException', 'message': 'com.netbeans.developer.impl.IDESettings', 'frames': [{'function': 'com.netbeans.developer.impl.NbMainExplorer$RootsListener.propertyChange', 'file': 'NbMainExplorer.java', 'fileline': 665, 'depth': 0}, {'function': 'org.openide.util.WeakListener$PropertyChange.propertyChange', 'file': 'WeakListener.java', 'fileline': 125, 'depth': 1}, {'function': 'org.openide.options.SystemOption.firePropertyChange', 'file': 'SystemOption.java', 'fileline': 128, 'depth': 2}, {'function': 'com.netbeans.developer.impl.IDESettings.setLastTip', 'file': 'IDESettings.java', 'fileline': 139, 'depth': 3}, {'function': 'com.netbeans.developer.impl.TipsOnStartup.nextTip', 'file': 'TipsOnStartup.java', 'fileline': 167, 'depth': 4}, {'function': 'com.netbeans.developer.impl.TipsOnStartup.restore', 'file': 'TipsOnStartup.java', 'fileline': 141, 'depth': 5}, {'function': 'com.netbeans.developer.impl.Main.showTipsOfTheDay', 'file': 'Main.java', 'fileline': 190, 'depth': 6}, {'function': 'com.netbeans.developer.impl.Main.main', 'file': 'Main.java', 'fileline': 614, 'depth': 7}, {'function': 'com.netbeans.developer.Main.main', 'file': 'Main.java', 'fileline': 28, 'depth': 8}], 'nested': []}]", classcastexception, classcastexception,,,,
383,"[{'exception': 'org.openide.filesystems.FileAlreadyLockedException', 'message': None, 'frames': [{'function': 'java.lang.Throwable.fillInStackTrace', 'file': 'NativeMethod', 'fileline': None, 'depth': 0}, {'function': 'java.lang.Throwable.fillInStackTrace', 'file': 'CompiledCode', 'fileline': None, 'depth': 1}, {'function': 'java.lang.Throwable.<init>', 'file': 'CompiledCode', 'fileline': None, 'depth': 2}, {'function': 'java.lang.Exception.<init>', 'file': 'CompiledCode', 'fileline': None, 'depth': 3}, {'function': 'java.io.IOException.<init>', 'file': 'CompiledCode', 'fileline': None, 'depth': 4}, {'function': 'org.openide.filesystems.FileAlreadyLockedException.<init>', 'file': 'FileAlreadyLockedException.java', 'fileline': 33, 'depth': 5}, {'function': 'org.openide.filesystems.AbstractFileObject.lock', 'file': 'CompiledCode', 'fileline': None, 'depth': 6}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaCompiler.deleteClass', 'file': 'CompiledCode', 'fileline': None, 'depth': 7}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaCompiler.isUpToDate', 'file': 'CompiledCode', 'fileline': None, 'depth': 8}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaCompilerGroup.add', 'file': 'CompiledCode', 'fileline': None, 'depth': 9}, {'function': 'org.openide.compiler.CompilationEngine.createCompilerGroups', 'file': 'CompiledCode', 'fileline': None, 'depth': 10}, {'function': 'com.netbeans.developer.impl.compiler.CompilationEngineImpl.createGroups', 'file': 'CompiledCode', 'fileline': None, 'depth': 11}, {'function': 'com.netbeans.developer.impl.compiler.CompilationEngineImpl$CompilerThread.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 12}], 'nested': []}]", filealreadylockedexception, nullpointerexception,,,,
384,"[{'exception': 'java.lang.NoClassDefFoundError', 'message': 'com/sun/jdi/request/EventRequest', 'frames': [{'function': 'java.lang.Class.forName0', 'file': 'NativeMethod', 'fileline': None, 'depth': 0}, {'function': 'java.lang.Class.forName0', 'file': 'CompiledCode', 'fileline': None, 'depth': 1}, {'function': 'java.lang.Class.forName', 'file': 'CompiledCode', 'fileline': None, 'depth': 2}], 'nested': []}]",noclassdeffounderror,noclassdeffounderror nbversionnotcompatibleexception,,,,
385,"[{'exception': 'java.io.NotSerializableException', 'message': 'com.netbeans.developer.impl.execution.Executio nEngine', 'frames': [{'function': 'java.io.ObjectOutputStream.outputObject', 'file': 'ObjectOutputStream.java', 'fileline': 845, 'depth': 0}, {'function': 'java.io.ObjectOutputStream.writeObject', 'file': 'ObjectOutputStream.java', 'fileline': 342, 'depth': 1}, {'function': 'org.openide.util.io.NbMarshalledObject.<init>', 'file': 'NbMarshalledObject.java', 'fileline': 63, 'depth': 2}, {'function': 'com.netbeans.developer.modules.projects.ProjectDataObject.projectSave', 'file': 'ProjectDataObject.java', 'fileline': 327, 'depth': 3}, {'function': 'com.netbeans.developer.modules.projects.ProjectDataObject.create', 'file': 'ProjectDataObject.java', 'fileline': 107, 'depth': 4}, {'function': 'com.netbeans.developer.modules.projects.NewProjectAction.performAction', 'file': 'NewProjectAction.java', 'fileline': 72, 'depth': 5}, {'function': 'org.openide.util.actions.CallableSystemAction.actionPerformed', 'file': 'CallableSystemAction.java', 'fileline': 69, 'depth': 6}, {'function': 'javax.swing.AbstractButton.fireActionPerformed', 'file': 'AbstractButton.java', 'fileline': 1066, 'depth': 7}, {'function': 'javax.swing.AbstractButton$ForwardActionEvents.actionPerformed', 'file': 'AbstractButton.java', 'fileline': 1101, 'depth': 8}, {'function': 'javax.swing.DefaultButtonModel.fireActionPerformed', 'file': 'DefaultButtonModel.java', 'fileline': 378, 'depth': 9}, {'function': 'javax.swing.DefaultButtonModel.setPressed', 'file': 'DefaultButtonModel.java', 'fileline': 250, 'depth': 10}, {'function': 'javax.swing.AbstractButton.doClick', 'file': 'AbstractButton.java', 'fileline': 226, 'depth': 11}, {'function': 'javax.swing.plaf.basic.BasicMenuItemUI$MouseInputHandler.mouseReleased', 'file': 'BasicMenuItemUI.java', 'fileline': 754, 'depth': 12}, {'function': 'java.awt.Component.processMouseEvent', 'file': 'Component.java', 'fileline': 3160, 'depth': 13}, {'function': 'java.awt.Component.processEvent', 'file': 'Component.java', 'fileline': 2999, 'depth': 14}, {'function': 'java.awt.Container.processEvent', 'file': 'Container.java', 'fileline': 990, 'depth': 15}, {'function': 'java.awt.Component.dispatchEventImpl', 'file': 'Component.java', 'fileline': 2394, 'depth': 16}, {'function': 'java.awt.Container.dispatchEventImpl', 'file': 'Container.java', 'fileline': 1035, 'depth': 17}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'Component.java', 'fileline': 2307, 'depth': 18}, {'function': 'java.awt.LightweightDispatcher.retargetMouseEvent', 'file': 'Container.java', 'fileline': 2043, 'depth': 19}, {'function': 'java.awt.LightweightDispatcher.processMouseEvent', 'file': 'Container.java', 'fileline': 1827, 'depth': 20}], 'nested': []}]", notserializableexception, invalidclassexception,,,,
386,"[{'exception': 'java.io.IOException', 'message': 'Invalid lock for file ftpfs/FTPClient.java in D:/Libor/diplom.', 'frames': [{'function': 'org.openide.filesystems.AbstractFileObject.testLock', 'file': 'AbstractFileObject.java', 'fileline': 307, 'depth': 0}, {'function': 'org.openide.filesystems.AbstractFileObject.getOutputStream', 'file': 'AbstractFileObject.java', 'fileline': 262, 'depth': 1}, {'function': 'org.openide.text.EditorSupport$4.run', 'file': 'EditorSupport.java,CompiledCode', 'fileline': None, 'depth': 2}, {'function': 'org.openide.filesystems.FileSystem.runAtomicAction', 'file': 'FileSystem.java', 'fileline': 414, 'depth': 3}, {'function': 'org.openide.text.EditorSupport.saveDocument', 'file': 'EditorSupport.java,CompiledCode', 'fileline': None, 'depth': 4}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaEditor.saveDocument', 'file': 'JavaEditor.java', 'fileline': 291, 'depth': 5}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaEditor.saveDocument', 'file': 'JavaEditor.java', 'fileline': 273, 'depth': 6}, {'function': 'org.openide.text.EditorSupport$SavingManager.save', 'file': 'EditorSupport.java', 'fileline': 1384, 'depth': 7}, {'function': 'com.netbeans.developer.impl.NbTopManager.saveAll', 'file': 'NbTopManager.java,CompiledCode', 'fileline': None, 'depth': 8}, {'function': 'org.openide.compiler.CompilerExecutor.handleExecute', 'file': 'CompilerExecutor.java', 'fileline': 88, 'depth': 9}, {'function': 'org.openide.execution.ExecutionEngine.startExecutor', 'file': 'ExecutionEngine.java', 'fileline': 63, 'depth': 10}, {'function': 'com.netbeans.developer.impl.execution.ExecutionEngine.runExecutor', 'file': 'ExecutionEngine.java', 'fileline': 255, 'depth': 11}, {'function': 'com.netbeans.developer.impl.execution.ExecutionEngine$RunClass.run', 'file': 'ExecutionEngine.java', 'fileline': 326, 'depth': 12}], 'nested': []}, {'exception': 'java.io.IOException', 'message': 'Invalid lock for file ftpfs/FTPClient.java in D:/Libor/diplom.', 'frames': [{'function': 'org.openide.filesystems.AbstractFileObject.testLock', 'file': 'AbstractFileObject.java', 'fileline': 307, 'depth': 0}, {'function': 'org.openide.filesystems.AbstractFileObject.getOutputStream', 'file': 'AbstractFileObject.java', 'fileline': 262, 'depth': 1}, {'function': 'org.openide.text.EditorSupport$4.run', 'file': 'EditorSupport.java,CompiledCode', 'fileline': None, 'depth': 2}, {'function': 'org.openide.filesystems.FileSystem.runAtomicAction', 'file': 'FileSystem.java', 'fileline': 414, 'depth': 3}, {'function': 'org.openide.text.EditorSupport.saveDocument', 'file': 'EditorSupport.java,CompiledCode', 'fileline': None, 'depth': 4}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaEditor.saveDocument', 'file': 'JavaEditor.java', 'fileline': 291, 'depth': 5}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaEditor.saveDocument', 'file': 'JavaEditor.java', 'fileline': 273, 'depth': 6}, {'function': 'org.openide.text.EditorSupport$SavingManager.save', 'file': 'EditorSupport.java', 'fileline': 1384, 'depth': 7}], 'nested': []}]", ioexception, ioexception,,,,
387,"[{'exception': 'java.lang.ClassCastException', 'message': 'com.netbeans.developer. impl.IDESettings', 'frames': [{'function': 'com.netbeans.developer.impl.NbMainExplorer$RootsListener.propertyChange', 'file': 'NbMainExplorer.java', 'fileline': 665, 'depth': 0}, {'function': 'org.openide.util.WeakListener$PropertyChange.propertyChange', 'file': 'WeakListener.java', 'fileline': 125, 'depth': 1}, {'function': 'org.openide.options.SystemOption.firePropertyChange', 'file': 'CompiledCode', 'fileline': None, 'depth': 2}, {'function': 'com.netbeans.developer.impl.IDESettings.setLastTip', 'file': 'IDESettings.java', 'fileline': 139, 'depth': 3}, {'function': 'com.netbeans.developer.impl.TipsOnStartup.nextTip', 'file': 'TipsOnStartup.java', 'fileline': 167, 'depth': 4}, {'function': 'com.netbeans.developer.impl.TipsOnStartup.restore', 'file': 'TipsOnStartup.java', 'fileline': 141, 'depth': 5}, {'function': 'com.netbeans.developer.impl.Main.showTipsOfTheDay', 'file': 'Main.java', 'fileline': 190, 'depth': 6}, {'function': 'com.netbeans.developer.impl.Main.main', 'file': 'Main.java', 'fileline': 614, 'depth': 7}, {'function': 'com.netbeans.developer.Main.main', 'file': 'Main.java', 'fileline': 28, 'depth': 8}], 'nested': []}, {'exception': 'java.lang.ClassCastException', 'message': 'com.netbeans.developer.impl.IDESettings', 'frames': [{'function': 'com.netbeans.developer.impl.NbMainExplorer$RootsListener.propertyChange', 'file': 'NbMainExplorer.java', 'fileline': 665, 'depth': 0}, {'function': 'org.openide.util.WeakListener$PropertyChange.propertyChange', 'file': 'WeakListener.java', 'fileline': 125, 'depth': 1}, {'function': 'org.openide.options.SystemOption.firePropertyChange', 'file': 'CompiledCode', 'fileline': None, 'depth': 2}, {'function': 'com.netbeans.developer.impl.IDESettings.setLastTip', 'file': 'IDESettings.java', 'fileline': 139, 'depth': 3}, {'function': 'com.netbeans.developer.impl.TipsOnStartup.nextTip', 'file': 'TipsOnStartup.java', 'fileline': 167, 'depth': 4}, {'function': 'com.netbeans.developer.impl.TipsOnStartup.restore', 'file': 'TipsOnStartup.java', 'fileline': 141, 'depth': 5}, {'function': 'com.netbeans.developer.impl.Main.showTipsOfTheDay', 'file': 'Main.java', 'fileline': 190, 'depth': 6}, {'function': 'com.netbeans.developer.impl.actions.TipOfTheDayAction.performAction', 'file': 'TipOfTheDayAction.java', 'fileline': 57, 'depth': 7}, {'function': 'org.openide.util.actions.CallableSystemAction.actionPerformed', 'file': 'CallableSystemAction.java', 'fileline': 69, 'depth': 8}, {'function': 'javax.swing.AbstractButton.fireActionPerformed', 'file': 'AbstractButton.java', 'fileline': 1066, 'depth': 9}, {'function': 'javax.swing.AbstractButton$ForwardActionEvents.actionPerformed', 'file': 'AbstractButton.java', 'fileline': 1101, 'depth': 10}], 'nested': []}]", classcastexception, classcastexception,,,,
388,"[{'exception': 'java.lang.NullPointerException', 'message': None, 'frames': [{'function': 'com.netbeans.developer.modules.loaders.form.FormManager2.deleteComponent', 'file': 'FormManager2.java', 'fileline': 690, 'depth': 0}, {'function': 'com.netbeans.developer.modules.loaders.form.RADComponentNode.destroy', 'file': 'RADComponentNode.java', 'fileline': 251, 'depth': 1}, {'function': 'org.openide.explorer.ExplorerActions$1.run', 'file': 'ExplorerActions.java', 'fileline': 384, 'depth': 2}, {'function': 'org.openide.filesystems.FileSystem.runAtomicAction', 'file': 'FileSystem.java', 'fileline': 414, 'depth': 3}, {'function': 'org.openide.explorer.ExplorerActions$DeleteActionPerformer.performAction', 'file': 'ExplorerActions.java', 'fileline': 380, 'depth': 4}, {'function': 'org.openide.util.actions.CallbackSystemAction.performAction', 'file': 'CallbackSystemAction.java', 'fileline': 79, 'depth': 5}, {'function': 'org.openide.util.actions.CallableSystemAction.actionPerformed', 'file': 'CallableSystemAction.java', 'fileline': 69, 'depth': 6}, {'function': 'javax.swing.AbstractButton.fireActionPerformed', 'file': 'AbstractButton.java', 'fileline': 1066, 'depth': 7}, {'function': 'javax.swing.AbstractButton$ForwardActionEvents.actionPerformed', 'file': 'AbstractButton.java', 'fileline': 1101, 'depth': 8}, {'function': 'javax.swing.DefaultButtonModel.fireActionPerformed', 'file': 'DefaultButtonModel.java', 'fileline': 378, 'depth': 9}, {'function': 'javax.swing.DefaultButtonModel.setPressed', 'file': 'DefaultButtonModel.java', 'fileline': 250, 'depth': 10}, {'function': 'javax.swing.AbstractButton.doClick', 'file': 'AbstractButton.java', 'fileline': 226, 'depth': 11}, {'function': 'javax.swing.plaf.basic.BasicMenuItemUI$MouseInputHandler.mouseReleased', 'file': 'BasicMenuItemUI.java', 'fileline': 754, 'depth': 12}, {'function': 'java.awt.Component.processMouseEvent', 'file': 'Component.java', 'fileline': 3160, 'depth': 13}, {'function': 'java.awt.Component.processEvent', 'file': 'Component.java', 'fileline': 2999, 'depth': 14}, {'function': 'java.awt.Container.processEvent', 'file': 'Container.java', 'fileline': 990, 'depth': 15}, {'function': 'java.awt.Component.dispatchEventImpl', 'file': 'Component.java', 'fileline': 2394, 'depth': 16}, {'function': 'java.awt.Container.dispatchEventImpl', 'file': 'Container.java', 'fileline': 1035, 'depth': 17}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'Component.java', 'fileline': 2307, 'depth': 18}, {'function': 'java.awt.LightweightDispatcher.retargetMouseEvent', 'file': 'Container.java', 'fileline': 2043, 'depth': 19}, {'function': 'java.awt.LightweightDispatcher.processMouseEvent', 'file': 'Container.java', 'fileline': 1827, 'depth': 20}, {'function': 'java.awt.LightweightDispatcher.dispatchEvent', 'file': 'Container.java', 'fileline': 1730, 'depth': 21}, {'function': 'java.awt.Container.dispatchEventImpl', 'file': 'Container.java', 'fileline': 1022, 'depth': 22}], 'nested': []}]", nullpointerexception,stackoverflowerror unsupportedencodingexception,,,,
389,"[{'exception': 'java.lang.NullPointerException', 'message': None, 'frames': [{'function': 'java.beans.Introspector.addProperty', 'file': 'Introspector.java,CompiledCode', 'fileline': None, 'depth': 0}, {'function': 'java.beans.Introspector.getTargetPropertyInfo', 'file': 'Introspector.java,CompiledCode', 'fileline': None, 'depth': 1}, {'function': 'java.beans.Introspector.getBeanInfo', 'file': 'Introspector.java,CompiledCode', 'fileline': None, 'depth': 2}, {'function': 'java.beans.Introspector.getBeanInfo', 'file': 'Introspector.java,CompiledCode', 'fileline': None, 'depth': 3}, {'function': 'org.openide.util.Utilities.getBeanInfo', 'file': 'Utilities.java,CompiledCode', 'fileline': None, 'depth': 4}, {'function': 'org.openide.nodes.BeanNode.initialization', 'file': 'BeanNode.java,CompiledCode', 'fileline': None, 'depth': 5}, {'function': 'org.openide.nodes.BeanNode.<init>', 'file': 'BeanNode.java,CompiledCode', 'fileline': None, 'depth': 6}, {'function': 'org.openide.nodes.BeanNode.<init>', 'file': 'BeanNode.java,CompiledCode', 'fileline': None, 'depth': 7}, {'function': 'org.openide.actions.CustomizeBeanAction.customize', 'file': 'CustomizeBeanAction.java', 'fileline': 164, 'depth': 8}, {'function': 'org.openide.actions.CustomizeBeanAction$1.run', 'file': 'CustomizeBeanAction.java', 'fileline': 55, 'depth': 9}, {'function': 'org.openide.util.Task.run', 'file': 'Task.java,CompiledCode', 'fileline': None, 'depth': 10}, {'function': 'org.openide.util.RequestProcessor$ProcessorThread.run', 'file': 'RequestProcessor.java,CompiledCode', 'fileline': None, 'depth': 11}], 'nested': []}]", nullpointerexception, stringindexoutofboundsexception,,,,
390,"[{'exception': 'java.lang.NullPointerException', 'message': None, 'frames': [{'function': 'sun.net.www.ParseUtil.decode', 'file': 'ParseUtil.java', 'fileline': 31, 'depth': 0}, {'function': 'sun.net.www.protocol.file.FileURLConnection.getPermission', 'file': 'FileURLConnection.java', 'fileline': 236, 'depth': 1}, {'function': 'sun.awt.SunToolkit.getImageFromHash', 'file': 'SunToolkit.java', 'fileline': 231, 'depth': 2}, {'function': 'sun.awt.SunToolkit.getImage', 'file': 'SunToolkit.java', 'fileline': 288, 'depth': 3}, {'function': 'com.netbeans.developer.impl.windows.ModeImpl.getIcon', 'file': 'ModeImpl.java', 'fileline': 369, 'depth': 4}, {'function': 'com.netbeans.developer.impl.windows.MultiTabContainer.setIconImage', 'file': 'MultiTabContainer.java', 'fileline': 494, 'depth': 5}, {'function': 'com.netbeans.developer.impl.windows.MultiTabContainer.initGui', 'file': 'MultiTabContainer.java', 'fileline': 161, 'depth': 6}, {'function': 'com.netbeans.developer.impl.windows.MultiTabContainer.<init>', 'file': 'MultiTabContainer.java', 'fileline': 150, 'depth': 7}, {'function': 'com.netbeans.developer.impl.windows.ModeImpl.createContainer', 'file': 'ModeImpl.java', 'fileline': 560, 'depth': 8}, {'function': 'com.netbeans.developer.impl.windows.ModeImpl.dockInto', 'file': 'ModeImpl.java', 'fileline': 183, 'depth': 9}, {'function': 'com.netbeans.developer.impl.windows.WindowManagerImpl$TopComponentManager.doOpen', 'file': 'WindowManagerImpl.java', 'fileline': 703, 'depth': 10}, {'function': 'com.netbeans.developer.impl.windows.WindowManagerImpl$TopComponentManager.open', 'file': 'WindowManagerImpl.java', 'fileline': 674, 'depth': 11}, {'function': 'com.netbeans.developer.impl.windows.WindowManagerImpl$TopComponentManager.open', 'file': 'WindowManagerImpl.java', 'fileline': 663, 'depth': 12}, {'function': 'org.openide.windows.TopComponent.open', 'file': 'TopComponent.java', 'fileline': 175, 'depth': 13}, {'function': 'org.openide.loaders.OpenSupport.openCloneableTopComponent', 'file': 'OpenSupport.java', 'fileline': 169, 'depth': 14}, {'function': 'org.openide.loaders.OpenSupport.open', 'file': 'OpenSupport.java', 'fileline': 82, 'depth': 15}, {'function': 'org.openide.actions.OpenAction$1.run', 'file': 'OpenAction.java', 'fileline': 83, 'depth': 16}, {'function': 'org.openide.util.Task.run', 'file': 'Task.java', 'fileline': 127, 'depth': 17}, {'function': 'org.openide.util.RequestProcessor$ProcessorThread.run', 'file': 'RequestProcessor.java', 'fileline': 519, 'depth': 18}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
391,"[{'exception': 'java.lang.NullPointerException', 'message': None, 'frames': [{'function': 'com.netbeans.developer.modules.applet.AppletSupport.generateHtml', 'file': 'AppletSupport.java', 'fileline': 66, 'depth': 0}, {'function': 'com.netbeans.developer.modules.applet.AppletSupport.generateHtmlFileURL', 'file': 'AppletSupport.java', 'fileline': 93, 'depth': 1}, {'function': 'com.netbeans.developer.modules.applet.AppletDebuggerType.getParameters', 'file': 'AppletDebuggerType.java', 'fileline': 93, 'depth': 2}, {'function': 'com.netbeans.developer.modules.applet.AppletDebuggerType.startDebugger', 'file': 'AppletDebuggerType.java', 'fileline': 69, 'depth': 3}, {'function': 'org.openide.loaders.ExecSupport.debug', 'file': 'ExecSupport.java', 'fileline': 119, 'depth': 4}, {'function': 'org.openide.actions.DebuggerPerformer$StartDebugThread.run', 'file': 'DebuggerPerformer.java', 'fileline': 293, 'depth': 5}], 'nested': []}]", nullpointerexception,internalerror nullpointerexception,,,,
392,"[{'exception': 'java.io.FileNotFoundException', 'message': 'S:/appstore/Development/src/org/openide/nodes/fil esystem.attributes (Access is denied)', 'frames': [{'function': 'java.io.FileOutputStream.open', 'file': 'NativeMethod', 'fileline': None, 'depth': 0}, {'function': 'java.io.FileOutputStream.<init>', 'file': 'FileOutputStream.java', 'fileline': 102, 'depth': 1}, {'function': 'java.io.FileOutputStream.<init>', 'file': 'FileOutputStream.java', 'fileline': 62, 'depth': 2}, {'function': 'java.io.FileOutputStream.<init>', 'file': 'FileOutputStream.java', 'fileline': 132, 'depth': 3}, {'function': 'org.openide.filesystems.LocalFileSystem.outputStream', 'file': 'LocalFileSystem.java', 'fileline': 318, 'depth': 4}, {'function': 'org.openide.filesystems.DefaultAttributes.saveTable', 'file': 'DefaultAttributes.java', 'fileline': 318, 'depth': 5}, {'function': 'org.openide.filesystems.DefaultAttributes.writeAttribute', 'file': 'DefaultAttributes.java', 'fileline': 193, 'depth': 6}, {'function': 'org.openide.filesystems.AbstractFileObject.setAttribute', 'file': 'AbstractFileObject.java', 'fileline': 343, 'depth': 7}, {'function': 'org.openide.loaders.ConnectionSupport.register', 'file': 'ConnectionSupport.java', 'fileline': 124, 'depth': 8}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaDataObject$3.run', 'file': 'JavaDataObject.java', 'fileline': 242, 'depth': 9}, {'function': 'org.openide.util.Task.run', 'file': 'Task.java', 'fileline': 127, 'depth': 10}, {'function': 'org.openide.util.RequestProcessor$ProcessorThread.run', 'file': 'RequestProcessor.java', 'fileline': 519, 'depth': 11}], 'nested': []}]", filenotfoundexception, filenotfoundexception,,,,
393,"[{'exception': 'java.lang.Error', 'message': 'len=-897', 'frames': [{'function': 'com.netbeans.editor.SyntaxSeg$Slot.load', 'file': 'SyntaxSeg.java', 'fileline': 99, 'depth': 0}, {'function': 'com.netbeans.editor.DocMarksOp.prepareSyntax', 'file': 'DocMarksOp.java', 'fileline': 649, 'depth': 1}, {'function': 'com.netbeans.editor.Drawer.draw', 'file': 'Drawer.java', 'fileline': 223, 'depth': 2}, {'function': 'com.netbeans.editor.LeafView.paintAreas', 'file': 'LeafView.java', 'fileline': 157, 'depth': 3}, {'function': 'com.netbeans.editor.BaseView.paint', 'file': 'BaseView.java', 'fileline': 131, 'depth': 4}, {'function': 'com.netbeans.editor.BaseTextUI$RootView.paint', 'file': 'BaseTextUI.java', 'fileline': 555, 'depth': 5}, {'function': 'com.netbeans.editor.BaseTextUI.paintRegion', 'file': 'BaseTextUI.java', 'fileline': 200, 'depth': 6}, {'function': 'com.netbeans.editor.ExtUI.paint', 'file': 'ExtUI.java', 'fileline': 1049, 'depth': 7}], 'nested': []}]",nullpointerexception, ,,,,
394,"[{'exception': 'java.lang.NullPointerException', 'message': None, 'frames': [{'function': 'com.netbeans.developer.impl.windows.WorkspaceImpl.findMode', 'file': 'WorkspaceImpl.java', 'fileline': 269, 'depth': 0}, {'function': 'com.netbeans.developer.impl.windows.WindowManagerImpl$TopComponentManager.doOpen', 'file': 'WindowManagerImpl.java', 'fileline': 695, 'depth': 1}, {'function': 'com.netbeans.developer.impl.windows.WindowManagerImpl$TopComponentManager.open', 'file': 'WindowManagerImpl.java', 'fileline': 674, 'depth': 2}, {'function': 'org.openide.windows.TopComponent.open', 'file': 'TopComponent.java', 'fileline': 187, 'depth': 3}, {'function': 'com.netbeans.developer.impl.windows.WindowManagerImpl$TopComponentManager.reopenEverywhere', 'file': 'WindowManagerImpl.java', 'fileline': 920, 'depth': 4}, {'function': 'com.netbeans.developer.impl.windows.WindowManagerImpl$TopComponentManager.readObject', 'file': 'WindowManagerImpl.java', 'fileline': 909, 'depth': 5}, {'function': 'java.lang.reflect.Method.invoke', 'file': 'NativeMethod', 'fileline': None, 'depth': 6}, {'function': 'java.io.ObjectInputStream.invokeObjectReader', 'file': 'ObjectInputStream.java', 'fileline': 1685, 'depth': 7}, {'function': 'java.io.ObjectInputStream.inputObject', 'file': 'ObjectInputStream.java', 'fileline': 1165, 'depth': 8}, {'function': 'java.io.ObjectInputStream.readObject', 'file': 'ObjectInputStream.java', 'fileline': 369, 'depth': 9}, {'function': 'java.io.ObjectInputStream.readObject', 'file': 'ObjectInputStream.java', 'fileline': 232, 'depth': 10}, {'function': 'org.openide.windows.TopComponent.readExternal', 'file': 'TopComponent.java', 'fileline': 466, 'depth': 11}, {'function': 'org.openide.text.EditorSupport$Editor.readExternal', 'file': 'EditorSupport.java', 'fileline': 1211, 'depth': 12}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaEditor$JavaEditorComponent.readExternal', 'file': 'JavaEditor.java', 'fileline': 727, 'depth': 13}, {'function': 'java.io.ObjectInputStream.inputObject', 'file': 'ObjectInputStream.java', 'fileline': 1004, 'depth': 14}, {'function': 'java.io.ObjectInputStream.readObject', 'file': 'ObjectInputStream.java', 'fileline': 369, 'depth': 15}, {'function': 'java.io.ObjectInputStream.SkipToEndOfBlockData', 'file': 'ObjectInputStream.java', 'fileline': 1215, 'depth': 16}, {'function': 'java.io.ObjectInputStream.inputObject', 'file': 'ObjectInputStream.java', 'fileline': 1008, 'depth': 17}, {'function': 'java.io.ObjectInputStream.readObject', 'file': 'ObjectInputStream.java', 'fileline': 369, 'depth': 18}, {'function': 'java.io.ObjectInputStream.inputClassFields', 'file': 'ObjectInputStream.java', 'fileline': 1831, 'depth': 19}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
